fact
fish(1,1,1).
fish(3600,1200,3).
fish(8100,2700,3).
fish(4374,1458,3).
fish(1944,648,3).
fish(864,288,3).
fish(384,128,3).
fish(576,192,3).
fish(1296,432,3).
fish(2916,972,3).
fish(6561,2187,3).
fish(7290,3645,2).
fish(3240,1620,2).
fish(1440,720,2).
fish(640,320,2).
fish(960,480,2).
fish(2160,1080,2).
fish(4860,2430,2).
fish(9000,4500,2).
fish(4000,2000,2).
fish(6000,3000,2).
fish(10000,5000,2).
fish(8100,4050,2).
fish(3600,1800,2).
fish(1600,800,2).
fish(2400,1200,2).
fish(5400,2700,2).
fish(2916,1458,2).
fish(1296,648,2).
fish(576,288,2).
fish(256,128,2).
fish(384,192,2).
fish(864,432,2).
fish(1944,972,2).
fish(4374,2187,2).
fish(8100,1620,5).
fish(3600,720,5).
fish(1600,320,5).
fish(2400,480,5).
fish(5400,1080,5).
fish(10000,2000,5).
fish(9000,1800,5).
fish(4000,800,5).
fish(6000,1200,5).
fish(7290,1458,5).
fish(3240,648,5).
fish(1440,288,5).
fish(640,128,5).
fish(960,192,5).
fish(2160,432,5).
fish(4860,972,5).
fish(6480,2160,3).
fish(2880,960,3).
fish(1920,640,3).
fish(4320,1440,3).
fish(9720,3240,3).
fish(7200,2400,3).
fish(4800,1600,3).
fish(5832,1944,3).
fish(2592,864,3).
fish(1152,384,3).
fish(768,256,3).
fish(1728,576,3).
fish(3888,1296,3).
fish(8748,2916,3).
fish(9720,4860,2).
fish(4320,2160,2).
fish(1920,960,2).
fish(1280,640,2).
fish(2880,1440,2).
fish(6480,3240,2).
fish(8000,4000,2).
fish(4800,2400,2).
fish(3200,1600,2).
fish(7200,3600,2).
fish(8748,4374,2).
fish(3888,1944,2).
fish(1728,864,2).
fish(768,384,2).
fish(512,256,2).
fish(1152,576,2).
fish(2592,1296,2).
fish(5832,2916,2).
fish(4800,960,5).
fish(3200,640,5).
fish(7200,1440,5).
fish(8000,1600,5).
fish(9720,1944,5).
fish(4320,864,5).
fish(1920,384,5).
fish(1280,256,5).
fish(2880,576,5).
fish(6480,1296,5).
fish(8640,2880,3).
fish(3840,1280,3).
fish(5760,1920,3).
fish(9600,3200,3).
fish(7776,2592,3).
fish(3456,1152,3).
fish(1536,512,3).
fish(2304,768,3).
fish(5184,1728,3).
fish(5760,2880,2).
fish(2560,1280,2).
fish(3840,1920,2).
fish(8640,4320,2).
fish(6400,3200,2).
fish(9600,4800,2).
fish(5184,2592,2).
fish(2304,1152,2).
fish(1024,512,2).
fish(1536,768,2).
fish(3456,1728,2).
fish(7776,3888,2).
fish(6400,1280,5).
fish(9600,1920,5).
fish(5760,1152,5).
fish(2560,512,5).
fish(3840,768,5).
fish(8640,1728,5).
fish(7680,2560,3).
fish(4608,1536,3).
fish(3072,1024,3).
fish(6912,2304,3).
fish(7680,3840,2).
fish(5120,2560,2).
fish(6912,3456,2).
fish(3072,1536,2).
fish(2048,1024,2).
fish(4608,2304,2).
fish(7680,1536,5).
fish(5120,1024,5).
fish(6144,2048,3).
fish(9216,3072,3).
fish(9216,4608,2).
fish(4096,2048,2).
fish(6144,3072,2).
fish(8192,4096,2).
